Group,Block,TrialOrder,Trial,Sentence,Verb,Noun1,Noun2,ContextNounObj,Type,List,Bias,TrialGroup,AudioFile,CongruentPic,IncongruentPic,image1,image2,targetlocation,image1type,image2type,moddirection,instdirection,VerbTime,audiodur,GitLink_image1,GitLink_image2,GitLink_AudioFile,Rand
A,Post,38,68,Tom scratched the girl with the sandpaper,scratched,girl,sandpaper,girloar,Sentence,1,Inst,,tomgirlsandpaper_nopauses.mp3,tomgirlsandpaperinstright_context.png,tomgirlsandpapermodleft_context.png,tomgirlsandpaperinstright_context.png,tomgirlsandpapermodleft_context.png,1,inst,mod,L,R,581,3143,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlsandpaperinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlsandpapermodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlsandpaper_nopauses.mp3?raw=true,0.286962238
A,Post,39,116,Tom stung the girl with the cactus,stung,girl,cactus,girloar,Sentence,1,Inst,,tomgirlcactus_nopauses.mp3,tomgirlcactusinstright_context.png,tomgirlcactusmodleft_context.png,tomgirlcactusinstright_context.png,tomgirlcactusmodleft_context.png,1,inst,mod,L,R,591,3261,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlcactusinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlcactusmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlcactus_nopauses.mp3?raw=true,0.292014461
A,Post,40,121,Kate slapped the dolphin with the net,slapped,dolphin,net,dolphinmallet,Sentence,1,Inst,,katedolphinnet_nopauses.mp3,katedolphinnetinstright_context.png,katedolphinnetmodleft_context.png,katedolphinnetinstright_context.png,katedolphinnetmodleft_context.png,1,inst,mod,L,R,390,2770,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinnetinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinnetmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katedolphinnet_nopauses.mp3?raw=true,0.293777707
A,Post,41,8,Tom covered the girl with the water,covered,girl,water,girlladle,Sentence,1,Inst,,tomgirlwater_nopauses.mp3,tomgirlwaterinstleft_context.png,tomgirlwatermodright_context.png,tomgirlwatermodright_context.png,tomgirlwaterinstleft_context.png,2,mod,inst,R,L,601,2747,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlwatermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgirlwaterinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgirlwater_nopauses.mp3?raw=true,0.297471859
A,Post,42,29,Kate knocked on the frog with the tomato,knocked on,frog,tomato,frogmallet,Sentence,1,Inst,,katefrogtomato_nopauses.mp3,katefrogtomatoinstright_context.png,katefrogtomatomodleft_context.png,katefrogtomatoinstright_context.png,katefrogtomatomodleft_context.png,1,inst,mod,L,R,356,2789,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogtomatoinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefrogtomatomodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefrogtomato_nopauses.mp3?raw=true,0.29761042
A,Post,43,78,Tom jabbed the turtle with the stick of celery,jabbed,turtle,stick of celery,turtlemallet,Sentence,1,Inst,,tomturtlecelery_nopauses.mp3,tomturtleceleryinstleft_context.png,tomturtlecelerymodright_context.png,tomturtlecelerymodright_context.png,tomturtleceleryinstleft_context.png,2,mod,inst,R,L,604,3738,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlecelerymodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtleceleryinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlecelery_nopauses.mp3?raw=true,0.310198022
A,Post,44,40,Tom hammered the lion with the rock,hammered,lion,rock,liontennisracket,Sentence,1,Inst,,tomlionrock_nopauses.mp3,tomlionrockinstright_context.png,tomlionrockmodleft_context.png,tomlionrockinstright_context.png,tomlionrockmodleft_context.png,1,inst,mod,L,R,611,2854,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionrockinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomlionrockmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomlionrock_nopauses.mp3?raw=true,0.342858034
A,Post,45,87,Kate rubbed the fox with the soap,rubbed,fox,soap,foxtennisracket,Sentence,1,Inst,,katefoxsoap_nopauses.mp3,katefoxsoapinstleft_context.png,tomhawkcarrot_nopauses.mp3,katefoxsoapmodright_context.png,katefoxsoapinstleft_context.png,2,mod,inst,R,L,375,2591,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxsoapmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxsoapinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefoxsoap_nopauses.mp3?raw=true,0.345213454
A,Post,46,129,Kate slapped the whale with the notebook,slapped,whale,notebook,whaleladle,Sentence,1,Inst,,katewhalenotebook_nopauses.mp3,katewhalenotebookinstright_context.png,katewhalenotebookmodleft_context.png,katewhalenotebookinstright_context.png,katewhalenotebookmodleft_context.png,1,inst,mod,L,R,387,3017,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalenotebookinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhalenotebookmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katewhalenotebook_nopauses.mp3?raw=true,0.351764071
A,Post,47,19,Kate hit the pig with the ball,hit,pig,ball,pigoar,Sentence,1,Inst,,katepigball_nopauses.mp3,katepigballinstleft_context.png,katepigballmodright_context.png,katepigballmodright_context.png,katepigballinstleft_context.png,2,mod,inst,R,L,383,2118,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigballmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigballinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katepigball_nopauses.mp3?raw=true,0.352764031
A,Post,48,21,Kate hit the whale with the ball,hit,whale,ball,whaleoar,Sentence,1,Inst,,katewhaleball_nopauses.mp3,katewhaleballinstleft_context.png,katewhaleballmodright_context.png,katewhaleballmodright_context.png,katewhaleballinstleft_context.png,2,mod,inst,R,L,384,2083,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhaleballmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhaleballinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katewhaleball_nopauses.mp3?raw=true,0.358143957
A,Post,49,6,Tom covered the turtle with the fern,covered,turtle,fern,turtlemallet,Sentence,1,Inst,,tomturtlefern_nopauses.mp3,tomturtleferninstleft_context.png,tomturtlefernmodright_context.png,tomturtlefernmodright_context.png,tomturtleferninstleft_context.png,2,mod,inst,R,L,602,2987,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlefernmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtleferninstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlefern_nopauses.mp3?raw=true,0.361212929
A,Post,50,93,Kate rubbed the whale with the eraser,rubbed,whale,eraser,whaleoar,Sentence,1,Inst,,katewhaleeraser_nopauses.mp3,katewhaleeraserinstleft_context.png,katewhaleerasermodright_context.png,katewhaleerasermodright_context.png,katewhaleeraserinstleft_context.png,2,mod,inst,R,L,391,2930,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhaleerasermodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katewhaleeraserinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katewhaleeraser_nopauses.mp3?raw=true,0.361323222
A,Post,51,75,Kate jabbed the fox with the stick of celery,jabbed,fox,stick of celery,foxmallet,Sentence,1,Inst,,katefoxcelery_nopauses.mp3,katefoxceleryinstright_context.png,katefoxcelerymodleft_context.png,katefoxceleryinstright_context.png,katefoxcelerymodleft_context.png,1,inst,mod,L,R,354,3370,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxceleryinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxcelerymodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefoxcelery_nopauses.mp3?raw=true,0.374579122
A,Post,52,143,Kate smashed the buffalo with the flower pot,smashed,buffalo,flower pot,buffalooar,Sentence,1,Inst,,katebuffaloflowerpot_nopauses.mp3,katebuffaloflowerpotinstleft_context.png,katebuffaloflowerpotmodright_context.png,katebuffaloflowerpotmodright_context.png,katebuffaloflowerpotinstleft_context.png,2,mod,inst,R,L,390,3414,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffaloflowerpotmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffaloflowerpotinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katebuffaloflowerpot_nopauses.mp3?raw=true,0.374906755
A,Post,53,1,Kate covered the dolphin with the fern,covered,dolphin,fern,dolphinmallet,Sentence,1,Inst,,katedolphinfern_nopauses.mp3,katedolphinferninstright_context.png,katedolphinfernmodleft_context.png,katedolphinferninstright_context.png,katedolphinfernmodleft_context.png,1,inst,mod,L,R,348,2640,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinferninstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinfernmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katedolphinfern_nopauses.mp3?raw=true,0.388579542
A,Post,54,139,Kate smashed the pig with the flower pot,smashed,pig,flower pot,pigoar,Sentence,1,Inst,,katepigflowerpot_nopauses.mp3,katepigflowerpotinstleft_context.png,katepigflowerpotmodright_context.png,katepigflowerpotmodright_context.png,katepigflowerpotinstleft_context.png,2,mod,inst,R,L,389,3262,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigflowerpotmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katepigflowerpotinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katepigflowerpot_nopauses.mp3?raw=true,0.392384203
A,Post,55,85,Kate rubbed the dolphin with the soap,rubbed,dolphin,soap,dolphintennisracket,Sentence,1,Inst,,katedolphinsoap_nopauses.mp3,katedolphinsoapinstleft_context.png,katedolphinsoapmodright_context.png,katedolphinsoapmodright_context.png,katedolphinsoapinstleft_context.png,2,mod,inst,R,L,333,2484,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinsoapmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katedolphinsoapinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katedolphinsoap_nopauses.mp3?raw=true,0.407804023
A,Post,56,54,Tom tapped the turtle with the magic wand,tapped,turtle,magic wand,turtlemallet,Sentence,1,Inst,,tomturtlemagicwand_nopauses.mp3,tomturtlemagicwandinstleft_context.png,tomturtlemagicwandmodright_context.png,tomturtlemagicwandmodright_context.png,tomturtlemagicwandinstleft_context.png,2,mod,inst,R,L,502,3084,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlemagicwandmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlemagicwandinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlemagicwand_nopauses.mp3?raw=true,0.408839117
A,Post,57,90,Tom rubbed the turtle with the soap,rubbed,turtle,soap,turtletennisracket,Sentence,1,Inst,,tomturtlesoap_nopauses.mp3,tomturtlesoapinstright_context.png,tomturtlesoapmodleft_context.png,tomturtlesoapinstright_context.png,tomturtlesoapmodleft_context.png,1,inst,mod,L,R,549,2835,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlesoapinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomturtlesoapmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomturtlesoap_nopauses.mp3?raw=true,0.414661826
A,Post,58,123,Kate slapped the fox with the net,slapped,fox,net,foxmallet,Sentence,1,Inst,,katefoxnet_nopauses.mp3,katefoxnetinstright_context.png,katefoxnetmodleft_context.png,katefoxnetinstright_context.png,katefoxnetmodleft_context.png,1,inst,mod,L,R,412,2869,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxnetinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katefoxnetmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katefoxnet_nopauses.mp3?raw=true,0.425084581
A,Post,59,131,Kate slapped the buffalo with the notebook,slapped,buffalo,notebook,buffaloladle,Sentence,1,Inst,,katebuffalonotebook_nopauses.mp3,katebuffalonotebookinstright_context.png,katebuffalonotebookmodleft_context.png,katebuffalonotebookinstright_context.png,katebuffalonotebookmodleft_context.png,1,inst,mod,L,R,396,2968,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffalonotebookinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/katebuffalonotebookmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/katebuffalonotebook_nopauses.mp3?raw=true,0.425750038
A,Post,60,118,Tom stung the gorilla with the cactus,stung,gorilla,cactus,gorillaoar,Sentence,1,Inst,,tomgorillacactus_nopauses.mp3,tomgorillacactusinstright_context.png,tomgorillacactusmodleft_context.png,tomgorillacactusinstright_context.png,tomgorillacactusmodleft_context.png,1,inst,mod,L,R,587,3309,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillacactusinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillacactusmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgorillacactus_nopauses.mp3?raw=true,0.440078062
A,Post,61,130,Tom slapped the gorilla with the notebook,slapped,gorilla,notebook,gorillaladle,Sentence,1,Inst,,tomgorillanotebook_nopauses.mp3,tomgorillanotebookinstleft_context.png,tomgorillanotebookmodright_context.png,tomgorillanotebookmodright_context.png,tomgorillanotebookinstleft_context.png,2,mod,inst,R,L,618,3251,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillanotebookmodright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomgorillanotebookinstleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomgorillanotebook_nopauses.mp3?raw=true,0.442713585
A,Post,62,134,Tom smashed the cow with the bowl,smashed,cow,bowl,cowtennisracket,Sentence,1,Inst,,tomcowbowl_nopauses.mp3,tomcowbowlinstright_context.png,tomcowbowlmodleft_context.png,tomcowbowlinstright_context.png,tomcowbowlmodleft_context.png,1,inst,mod,L,R,636,3132,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcowbowlinstright_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/Pictures/instbias_list1_post/tomcowbowlmodleft_context.png?raw=true,https://github.com/kelly-marshall/DriftDiffusionAdaptation/blob/main/AudioFiles/instbias_list1_post/tomcowbowl_nopauses.mp3?raw=true,0.448927605
